,fluxes
NDPK7,0.0001135064479203173
NDPK8,0.00014696386837960093
TRDR,0.0005212340784212554
CTPS1,0.0
CTPS2,0.0007767266042063701
RNDR1,0.00014696386837960093
RNDR2,0.00011360051850773026
RNDR3,0.00026066969153392414
RNDR4,0.0
DCMPDA,0.0001471632436136068
TMDS,0.0001471632436136068
DHFR,0.0001471632436136068
DTMPK,0.0001471632436136068
NADK,0.0
NNDPR,0.0
DNADDP,0.0
NADS2,0.0
HXPRT,0.0013343308436824606
PPA,0.005912679026876172
CYTK2,-0.0001471632436136068
NDPK1m,0.0
DHORD_NAD,0.0013032248830186412
THRD,0.0
OBDHm,0.0
MMMm,0.0
AM6SAD,0.0
AMCOXO,0.0
3HAO,0.0
GCCam,0.0
PSP_L,0.0
MMEm,0.0
EHGLATm,0.0
42A12BOOX,0.0
TYRCBOX,0.0
ASPTA,0.003119268720041729
ARGDCm,0.0
TRIODTHYSULT,0.0
GLUDC,0.0
PPOR,0.0
P5CRxm,0.0
ACSOMT,0.0
GLNS,0.0
GCCbim,0.0
OIVD3m,0.0
ASNS1,0.0
IMACTD_m,0.0
EHGLAT2m,0.0
ALR,0.0
GCC2am,0.0
ALDD20xm,0.0
CYSTGL,0.0
HISDr,0.0
PHCDm,0.0
DOPASULT,0.0
P5CRm,0.0
2OXOADOXm,0.0
AATA,0.0
5HOXINDACTOX,0.0
LCYSTAT,0.0
LCYSTATm,0.0
THYPX,0.0
ILETA,0.0
METAT,0.0
GHMT2rm,0.0
34DHPLACOX_NADP,0.0
SAMHISTA,0.0
SULFOX,0.0
GLUTCOADHm,0.0
PHETA1m,0.0
PHYCBOXL,0.0
CHOLD2m,0.0
ALASm,0.0
GNMT,0.0
GLUNm,0.01501118970817808
GLYATm,0.0
PHETHPTOX2,0.0
LFORKYNHYD,0.0
IDHPOXOX2b,0.0
34DHALDD,0.0
MGCHrm,0.0
VALTAim,0.0
3HXKYNDCL,0.0
URCN,0.0
CYSTAm,0.0
PRO1xm,0.0
3HXKYNOXDA,0.0
SFGTHi,0.0
2OXOADPTm,0.0
AHCi,0.0
3MOX4HOXPGALDOX_NADP,0.0
TYR3MO2,0.0
NOS1,0.0
PHETA1,0.0
THRS,0.0
TYROXDAc,0.0
KYN3OX,0.0
GTHOr,0.0
P5CDm,0.0
MCLORi,0.0
5HXKYNDCL,0.0
GCCcm,0.0
LEUTA,0.0
5HTRPDOX,0.0
MMCD,0.0
TMLYSOX,0.0
SACCD4m,0.0
BETALDHx,0.0
3SALATAim,0.0
34HPPOR,0.0
ACOAD10m,0.0
SERHL,0.0
CYSTA,0.0
GCC2cm,0.0
SALMCOM2,0.0
THRD_L,0.0
HISTASE,0.0
ALDD19x_P,0.0
DOPABMO,0.0
34DHOXPEGOX,0.0
HPROxm,0.0
ECOAH9m,0.0
ALDD20x,0.0
3MOX4HOXPGALDOX,0.0
ABTArm,0.0
4HOXPACDOX_NADP,0.0
PGCD,0.0
EHGLAT,0.0
34DHXMANDACOX,0.0
PROD2m,0.0
DOPAMT,0.0
ILETAm,0.0
ECOAH12m,0.0
PEAMNO,0.0
TRPO2,0.0
H2O2syn,0.0
NORANMT,0.0
NABTNOm,0.0
ECOAH1m,0.0
SSALxm,0.0
HACD9m,0.0
3HLYTCL,0.0
VALTA,0.0
CYSTS,0.0
ACOAD8m,0.0
5HOXINDACTOXm,0.0
ACACT1m,0.0
PCLAD,0.0
LTDCL,0.0
GHMT3m,0.0
PPCOACm,0.0
MAOX,0.0
GluForTx,0.0
PROD2,0.0
MHISOR,0.0
3SALATAi,0.0
KYN,0.0
ADMDC,0.0
ASNNm,0.0
HGNTOR,0.0
DMGDHm,0.0
41R2A1H12BOOX,0.0
PRO1x,0.0
METS,0.0
OIVD2m,0.0
TYRDOPO3,0.0
MACACI,0.0
HACD1m,0.0
2AMADPTm,0.0
BBHOX,0.0
NRPPHRSULT,0.0
MCCCrm,0.0
MAOLNOR,0.0
GDHm,0.2021041923200817
AACTOOR,0.0
IDHPOXOX3,0.0
TRYPTAOX,0.0
TMABADH,0.0
MMCDm,0.0
MMSAD1m,0.0
GTHOm,0.0
ACACT10m,0.0
3AIBTm,0.0
SALMCOM,0.0
FALDH,0.0
HKYNH,0.0
MELATN23DOX,0.0
MELATNOX,0.0
TYMSULT,0.0
SACCD3m,0.0
MCPST,0.0
GCC2bim,0.0
OIVD1m,0.0
ACSRTNMT,0.0
IDHPOXOX4,0.0
TRPHYDRO2,0.0
41R1H2MAE12BOOX,0.0
TYRTA,0.0
NOS2,0.0
AGTim,0.0
GHMT3,0.0
TYRTAim,0.0
IMACTD,0.0
CYANSTm,0.0
IDHPOXOXb,0.0
HIBDm,0.0
PSERT,0.0
OCOAT1m,0.0
BHMT,0.0
KYNAKGAT,0.0
MACOXO,0.0
FUMAC,0.0
34DHXMANDACOX_NADP,0.0
HISDC,0.0
5HOXINDACTO2OX,0.0
4HGLSDm,0.0
3MOXTYROX,0.0
ACOAD9m,0.0
LEUTAm,0.0
TYRDOPO,0.0
ALDD19xr,0.0
5HXKYNOXDA,0.0
R01465m,0.0
3HKYNAKGATm,0.0
ASPO1,0.0
THRA,0.0006683973220348621
FKYNH,0.0
3HBCOAHLm,0.0
SERR,0.0
GLYCLm,0.0
KYNAKGATm,0.0
ACACT1r,0.0
AASAD3,0.0
TRPOX,0.0
AASAD3m,0.0
PHACCOAGLYACm,0.0
METOX,0.0
PHEOX,0.0
HOLYSK,0.0
ASNN,0.0
GLUt2m,0.1870930026119036
FTHFDH,0.0
FTHFLi,0.0
2AMACHYD,0.0
HMGLm,0.0
DHPR,0.0
IZPN,0.0
FTCD,0.0
MTHFC,0.0
CHOLK,0.004608709173632886
PSSA1,0.001555439338478825
PSFLIPm,0.0011694599553305584
PSDm,0.0011694599553305584
PE_CHOtm,-0.0011694599553305584
GPDDA1,0.0
MI3PS,0.00042630559820924465
MI3PP,0.00042630559820924465
PC_syn,0.004608709173632886
PAIL_syn,0.00042630559820924465
PG_syn,3.4565323844674044e-05
SM_syn,0.0005011971136617462
Cholesterol_syn,0.0
ACOAH,0.0
G3PD1ir,0.005104145419531478
BETALDHxm,0.0
SARDHm,0.0
MAN6PI,0.0
PMANM,0.0
MAN1PT2,0.0
MAN1PT,0.0
GF6PTA,0.0
ACGAM6PS,0.0
ACGAMPM,0.0
UAGDP,0.0
UAG2EMA,0.0
AMANK,0.0
ACNAM9PL,0.0
ACNAMPH,0.0
ACNMCT,0.0
GMAND,0.0
UAG4Ei,0.0
CACNAO2,0.0
CACNAO,0.0
r1437,0.0
r1078,0.0
LEUt5m,0.0
r1435,0.0
thr_mt,0.0
PHEt2m,0.0
VALt5m,0.0
CHOLtu,0.003554466948815807
CHLtm,0.0
HCO3Em,0.0
HCO3_NAt,0.0013032248830186412
H2Otm,-5.1518267782425475
CO2tm,-0.9838342370829761
CO2t,-0.9861398561933182
NAt,-0.43307441639791433
ACt2m,0.0
ACt2r,-0.0006683973220348621
HYXNt,0.0013343308436824606
SO4t4_2,0.0
ASNtm,0.0
ASNt4,0.004601302926630006
CYStec,0.0018263337593996615
GLNtm,0.01501118970817808
GLNt4,0.022444060657360754
LYStm,0.0
LYSt4,0.009604308674239944
PROtm,0.0
PROt2r,0.005754401706055367
TYRt,0.003603581505049759
METt4,0.003185499543051202
LEUt4,0.010575828986371433
SERt4,0.0099782980328021
HISt4,0.0024810978587517
THRt4,0.006918792239411381
PHEt4,0.0046488003881239625
ARGt4,0.006546167830766165
ARGtm,0.0
ILEtmi,0.0
ILEt4,0.006105799864122793
VALt4,0.008267315804140597
TRPt,0.0012251359995327292
ASPt6,0.0
ALAtmi,0.0
ALAt2r,0.21210566903134898
GLUt6,0.0
GLYtm,0.0
GLYt4,0.008239680487620915
FUMtm,0.0
SUCCtm,0.0
MALtm,-0.2021041923200817
UREAt,0.0
COAtim,0.09927159554095061
PIt9,0.16408711911075136
PPItm,0.0
ACCOAt2m,0.09927159554095043
EX_glc__D_e,-0.1
EX_h_e,-0.17572106078334548
EX_lac__L_e,-0.0
EX_pi_e,-0.16408711911075136
EX_o2_e,-0.8944
EX_nh4_e,0.2172625452718734
EX_h2o_e,0.9729619861401622
EX_pyr_e,0.0
EX_chol_e,-0.003554466948815807
EX_hco3_e,-0.0013032248830186412
EX_na1_e,0.0
EX_co2_e,0.9861398561933182
EX_ac_e,0.0006683973220348621
EX_hxan_e,-0.0013343308436824606
EX_so4_e,0.0
EX_asn__L_e,-0.004601302926630006
EX_cys__L_e,-0.0018263337593996615
EX_gln__L_e,-0.022444060657360754
EX_lys__L_e,-0.009604308674239944
EX_pro__L_e,-0.005754401706055367
EX_tyr__L_e,-0.003603581505049759
EX_met__L_e,-0.003185499543051202
EX_leu__L_e,-0.010575828986371433
EX_ser__L_e,-0.0099782980328021
EX_his__L_e,-0.0024810978587517
EX_thr__L_e,-0.006918792239411381
EX_phe__L_e,-0.0046488003881239625
EX_arg__L_e,-0.006546167830766165
EX_ile__L_e,-0.006105799864122793
EX_val__L_e,-0.008267315804140597
EX_trp__L_e,-0.0012251359995327292
EX_asp__L_e,-0.0
EX_k_e,-0.0
EX_ala__L_e,-0.21210566903134898
EX_glu__L_e,0.0
EX_gly_e,-0.008239680487620915
EX_urea_e,-0.0
BIOMASS,0.023453150688846503
TKT1_rev,0.0008791852422337029
TKT2_rev,0.0008791852422337029
TALA_rev,0.0008791852422337029
RPI_rev,0.001758370484467399
RPE_rev,0.001758370484467399
