,fluxes
GHMT2rm,0.0
34DHPLACOX_NADP,0.0
SAMHISTA,0.0
SULFOX,0.0
GLUTCOADHm,0.0
PHETA1m,0.0
PHYCBOXL,0.0
CHOLD2m,0.0
ALASm,0.0
GNMT,0.0
GLUNm,0.0
GLYATm,0.0
PHETHPTOX2,0.0
LFORKYNHYD,0.0
IDHPOXOX2b,0.0
34DHALDD,0.0
MGCHrm,0.0
VALTAim,0.0
3HXKYNDCL,0.0
URCN,0.0
CYSTAm,0.0
PRO1xm,0.014097176901624903
3HXKYNOXDA,0.0
SFGTHi,0.0
2OXOADPTm,0.0
AHCi,0.0
3MOX4HOXPGALDOX_NADP,0.0
TYR3MO2,0.0
NOS1,0.0
PHETA1,0.0
THRS,0.0
TYROXDAc,0.0
KYN3OX,0.0
GTHOr,0.0
P5CDm,0.014097176901624903
MCLORi,0.0
5HXKYNDCL,0.0
GCCcm,0.0
LEUTA,0.0
5HTRPDOX,0.0
MMCD,0.0
TMLYSOX,0.0
SACCD4m,0.0
BETALDHx,0.0
3SALATAim,0.0
34HPPOR,0.0
ACOAD10m,0.0
SERHL,0.0
CYSTA,0.0
GCC2cm,0.0
SALMCOM2,0.0
THRD_L,0.0
HISTASE,0.0
ALDD19x_P,0.0
DOPABMO,0.0
34DHOXPEGOX,0.0
HPROxm,0.0
ECOAH9m,0.0
ALDD20x,0.0
3MOX4HOXPGALDOX,0.0
ABTArm,0.0
4HOXPACDOX_NADP,0.0
PGCD,0.0
EHGLAT,0.0
34DHXMANDACOX,0.0
PROD2m,0.0
DOPAMT,0.0
ILETAm,0.0
ECOAH12m,0.0
PEAMNO,0.0
TRPO2,0.0
H2O2syn,0.0
NORANMT,0.0
NABTNOm,0.0
ECOAH1m,0.0
SSALxm,0.0
HACD9m,0.0
3HLYTCL,0.0
VALTA,0.0
CYSTS,0.0
ACOAD8m,0.0
5HOXINDACTOXm,0.0
ACACT1m,0.0
PCLAD,0.0
LTDCL,0.0
GHMT3m,0.0
PPCOACm,0.0
MAOX,0.0
GluForTx,0.0
PROD2,0.0
MHISOR,0.0
3SALATAi,0.0
KYN,0.0
ADMDC,0.0
ASNNm,0.0
HGNTOR,0.0
DMGDHm,0.0
41R2A1H12BOOX,0.0
PRO1x,0.0
METS,0.0
OIVD2m,0.0
TYRDOPO3,0.0
MACACI,0.0
HACD1m,0.0
2AMADPTm,0.0
BBHOX,0.0
NRPPHRSULT,0.0
MCCCrm,0.0
MAOLNOR,0.0
GDHm,0.10552319439721242
AACTOOR,0.0
IDHPOXOX3,0.0
TRYPTAOX,0.0
TMABADH,0.0
MMCDm,0.0
MMSAD1m,0.0
GTHOm,0.0
ACACT10m,0.0
3AIBTm,0.0
SALMCOM,0.0
FALDH,0.0
HKYNH,0.0
MELATN23DOX,0.0
MELATNOX,0.0
TYMSULT,0.0
SACCD3m,0.0
MCPST,0.0
GCC2bim,0.0
OIVD1m,0.0
ACSRTNMT,0.0
IDHPOXOX4,0.0
TRPHYDRO2,0.0
41R1H2MAE12BOOX,0.0
TYRTA,0.0
NOS2,0.0
AGTim,0.0
GHMT3,0.0
TYRTAim,0.0
IMACTD,0.0
CYANSTm,0.0
IDHPOXOXb,0.0
HIBDm,0.0
PSERT,0.0
OCOAT1m,0.0
BHMT,0.0
KYNAKGAT,0.0
MACOXO,0.0
FUMAC,0.0
34DHXMANDACOX_NADP,0.0
HISDC,0.0
5HOXINDACTO2OX,0.0
4HGLSDm,0.0
3MOXTYROX,0.0
ACOAD9m,0.0
LEUTAm,0.0
TYRDOPO,0.0
ALDD19xr,0.0
5HXKYNOXDA,0.0
R01465m,0.0
3HKYNAKGATm,0.0
ASPO1,0.0
THRA,0.0014219455994135127
FKYNH,0.0
3HBCOAHLm,0.0
SERR,0.0
GLYCLm,0.0
KYNAKGATm,0.0
ACACT1r,0.0
AASAD3,0.0
TRPOX,0.0
AASAD3m,0.0
PHACCOAGLYACm,0.0
METOX,0.0
PHEOX,0.0
HOLYSK,0.0
ASNN,0.019489968624270878
GLUt2m,-0.01557946805701913
FTHFDH,0.0
FTHFLi,0.0
2AMACHYD,0.0
HMGLm,0.0
DHPR,0.0
IZPN,0.0
FTCD,0.0
MTHFC,0.0
CHOLK,0.009804548151798492
PSSA1,0.003309034985016398
PSFLIPm,0.0024879040988824864
PSDm,0.0024879040988824864
PE_CHOtm,-0.0024879040988824864
GPDDA1,0.0
MI3PS,0.0009069207032929485
MI3PP,0.0009069207032929485
PC_syn,0.009804548151798492
PAIL_syn,0.0009069207032929485
PG_syn,7.353412186572715e-05
SM_syn,0.0010662445924235805
Cholesterol_syn,0.0
ACOAH,0.0
G3PD1ir,0.010858537098822894
BETALDHxm,0.0
SARDHm,0.0
MAN6PI,0.0
PMANM,0.0
MAN1PT2,0.0
MAN1PT,0.0
GF6PTA,0.0
ACGAM6PS,0.0
ACGAMPM,0.0
UAGDP,0.0
UAG2EMA,0.0
AMANK,0.0
ACNAM9PL,0.0
ACNAMPH,0.0
ACNMCT,0.0
GMAND,0.0
UAG4Ei,0.0
CACNAO2,0.0
CACNAO,0.0
r1437,0.0
r1078,0.0
LEUt5m,0.0
r1435,0.0
thr_mt,0.0
PHEt2m,0.0
VALt5m,0.0
CHOLtu,0.007561757759205675
CHLtm,0.0
HCO3Em,0.0
HCO3_NAt,0.0027724750329832897
H2Otm,-5.154927308329927
CO2tm,-1.0803098202352865
CO2t,-1.085214784453117
NAt,-1.0142289667601643
ACt2m,0.0
ACt2r,-0.0014219455994135127
HYXNt,0.0028386497204405756
SO4t4_2,0.0
ASNtm,0.0
ASNt4,0.029278760757924575
CYStec,0.0038853346155435895
GLNtm,0.0
GLNt4,0.014160252963889852
LYStm,0.0
LYSt4,0.02043216512772355
PROtm,0.014097176901624903
PROt2r,-0.08066641911397329
TYRt,0.007666243855725932
METt4,0.0067768180808766895
LEUt4,0.022498973277658298
SERt4,0.021227788486919478
HISt4,0.005278276955427804
THRt4,0.01471900896930021
PHEt4,0.009889838029751886
ARGt4,0.12093177495131663
ARGtm,0.10700548555260664
ILEtmi,0.0
ILEt4,0.012989452473054925
VALt4,0.017587852223690328
TRPt,0.0026063490767962365
ASPt6,0.0
ALAtmi,0.0
ALAt2r,0.019794807552794575
GLUt6,0.0
GLYtm,0.0
GLYt4,0.017529060969718915
FUMtm,0.0
SUCCtm,0.0
MALtm,0.001482291155394222
UREAt,-0.10700548555260664
COAtim,0.21118996706400628
PIt9,0.34907823422996387
PPItm,0.0
ACCOAt2m,0.21118996706400628
EX_glc__D_e,-1.45
EX_h_e,2.4458581192400937
EX_lac__L_e,2.3741512901798805
EX_pi_e,-0.34907823422996387
EX_o2_e,-0.8944
EX_nh4_e,0.12367383262527298
EX_h2o_e,1.3957098155682148
EX_pyr_e,0.0
EX_chol_e,-0.007561757759205675
EX_hco3_e,-0.0027724750329832897
EX_na1_e,0.0
EX_co2_e,1.085214784453117
EX_ac_e,0.0014219455994135127
EX_hxan_e,-0.0028386497204405756
EX_so4_e,-0.0
EX_asn__L_e,-0.029278760757924575
EX_cys__L_e,-0.0038853346155435895
EX_gln__L_e,-0.014160252963889852
EX_lys__L_e,-0.02043216512772355
EX_pro__L_e,0.08066641911397329
EX_tyr__L_e,-0.007666243855725932
EX_met__L_e,-0.0067768180808766895
EX_leu__L_e,-0.022498973277658298
EX_ser__L_e,-0.021227788486919478
EX_his__L_e,-0.005278276955427804
EX_thr__L_e,-0.01471900896930021
EX_phe__L_e,-0.009889838029751886
EX_arg__L_e,-0.12093177495131663
EX_ile__L_e,-0.012989452473054925
EX_val__L_e,-0.017587852223690328
EX_trp__L_e,-0.0026063490767962365
EX_asp__L_e,0.0
EX_k_e,0.0
EX_ala__L_e,-0.019794807552794575
EX_glu__L_e,-0.0
EX_gly_e,-0.017529060969718915
EX_urea_e,0.10700548555260664
BIOMASS,0.04989413229972197
TKT1_rev,0.001870374917809078
TKT2_rev,0.001870374917809078
TALA_rev,0.001870374917809078
RPI_rev,0.0037407498356147872
RPE_rev,0.003740749835618156
