,fluxes
AASAD3m,0.0
PHACCOAGLYACm,0.0
METOX,0.0
PHEOX,0.0
HOLYSK,0.0
ASNN,0.0600871545862937
GLUt2m,-0.013141253395234198
FTHFDH,0.0
FTHFLi,0.0
2AMACHYD,0.0
HMGLm,0.0
DHPR,0.0
IZPN,0.0
FTCD,0.0
MTHFC,0.0
CHOLK,0.01840419940151634
PSSA1,0.00621141726757334
PSFLIPm,0.004670065608202866
PSDm,0.004670065608202866
PE_CHOtm,-0.004670065608202866
GPDDA1,0.0
MI3PS,0.0017023884432354108
MI3PP,0.0017023884432354108
PC_syn,0.01840419940151634
PAIL_syn,0.0017023884432354108
PG_syn,0.00013803151564756164
SM_syn,0.0020014566490912165
Cholesterol_syn,0.008145402885512748
ACOAH,-2.177147351289932e-13
G3PD1ir,0.020382650876046876
BETALDHxm,0.0
SARDHm,0.0
MAN6PI,0.0
PMANM,0.0
MAN1PT2,0.0
MAN1PT,0.0
GF6PTA,0.0
ACGAM6PS,0.0
ACGAMPM,0.0
UAGDP,0.0
UAG2EMA,0.0
AMANK,0.0
ACNAM9PL,0.0
ACNAMPH,0.0
ACNMCT,0.0
GMAND,0.0
UAG4Ei,0.0
CACNAO2,0.0
CACNAO,0.0
r1437,0.0
r1078,0.0
LEUt5m,0.0
r1435,0.0
thr_mt,0.0
PHEt2m,0.0
VALt5m,0.0
CHOLtu,0.014194238783034219
CHLtm,0.0
HCO3Em,0.0
HCO3_NAt,0.022822451569469472
H2Otm,-1.979500494212211
CO2tm,-0.57399627921033
CO2t,-0.7220921217728882
NAt,-2.116997595964475
ACt2m,0.0
ACt2r,-0.03287972669717576
HYXNt,0.02513940015582205
SO4t4_2,0.0
ASNtm,0.0
ASNt4,0.07965125551533606
CYStec,0.0077813334691657935
GLNtm,0.0
GLNt4,0.04833994716803476
LYStm,0.0
LYSt4,0.03630531353919092
PROtm,0.0
PROt2r,0.02079739521312811
TYRt,0.012292753629855343
METt4,0.009888555966474297
LEUt4,0.04001879759108502
SERt4,0.04181480779373619
HISt4,0.009011315677947473
THRt4,0.056796918992892326
PHEt4,0.017487640347295507
ARGt4,0.023126376624129665
ARGtm,0.0
ILEtmi,0.0
ILEt4,0.020620540750321197
VALt4,0.030216057192291427
TRPt,0.002357617319623878
ASPt6,0.0
ALAtmi,0.0
ALAt2r,0.042060401305666344
GLUt6,0.0
GLYtm,0.0
GLYt4,0.008414585802458442
FUMtm,0.013141253395234198
SUCCtm,0.0
MALtm,0.0
UREAt,0.0
COAtim,0.5430437068116588
PIt9,0.8362415157169061
PPItm,0.0
ACCOAt2m,0.5430437068116588
EX_glc__D_e,-4.2709174307251025
EX_h_e,7.927814139116754
EX_lac__L_e,7.710446995974293
EX_pi_e,-0.8362415157169061
EX_o2_e,-0.2846631068010636
EX_nh4_e,0.01590951869548335
EX_h2o_e,1.915959916329796
EX_pyr_e,0.15549177405591907
EX_chol_e,-0.014194238783034219
EX_hco3_e,-0.022822451569469472
EX_na1_e,0.0
EX_co2_e,0.7220921217728882
EX_ac_e,0.03287972669717576
EX_hxan_e,-0.02513940015582205
EX_so4_e,0.0
EX_asn__L_e,-0.07965125551533606
EX_cys__L_e,-0.0077813334691657935
EX_gln__L_e,-0.04833994716803476
EX_lys__L_e,-0.03630531353919092
EX_pro__L_e,-0.02079739521312811
EX_tyr__L_e,-0.012292753629855343
EX_met__L_e,-0.009888555966474297
EX_leu__L_e,-0.04001879759108502
EX_ser__L_e,-0.04181480779373619
EX_his__L_e,-0.009011315677947473
EX_thr__L_e,-0.056796918992892326
EX_phe__L_e,-0.017487640347295507
EX_arg__L_e,-0.023126376624129665
EX_ile__L_e,-0.020620540750321197
EX_val__L_e,-0.030216057192291427
EX_trp__L_e,-0.002357617319623878
EX_asp__L_e,0.0
EX_k_e,0.0
EX_ala__L_e,-0.042060401305666344
EX_glu__L_e,0.0
EX_gly_e,-0.008414585802458442
EX_urea_e,-0.0
BIOMASS,0.093656693362384
TKT1_rev,0.0
TKT2_rev,0.0
TALA_rev,0.0
RPI_rev,0.04796185172529152
RPE_rev,0.0
