,fluxes
EHGLAT,0.0
34DHXMANDACOX,0.0
PROD2m,0.0
DOPAMT,0.0
ILETAm,0.0
ECOAH12m,0.0
PEAMNO,0.0
TRPO2,0.0
H2O2syn,0.0
NORANMT,0.0
NABTNOm,0.0
ECOAH1m,0.0
SSALxm,0.0
HACD9m,0.0
3HLYTCL,0.0
VALTA,0.0
CYSTS,0.0
ACOAD8m,0.0
5HOXINDACTOXm,0.0
ACACT1m,0.0
PCLAD,0.0
LTDCL,0.0
GHMT3m,0.0
PPCOACm,0.0
MAOX,0.0
GluForTx,0.0016038374533264561
PROD2,0.0
MHISOR,0.0
3SALATAi,0.0
KYN,0.0
ADMDC,0.0
ASNNm,0.0
HGNTOR,0.0
DMGDHm,0.0
41R2A1H12BOOX,0.0
PRO1x,0.0
METS,0.0
OIVD2m,0.0
TYRDOPO3,0.0
MACACI,0.0
HACD1m,0.0
2AMADPTm,0.0
BBHOX,0.0
NRPPHRSULT,0.0
MCCCrm,0.0
MAOLNOR,0.0
GDHm,0.10071637832793331
AACTOOR,0.0
IDHPOXOX3,0.0
TRYPTAOX,0.0
TMABADH,0.0
MMCDm,0.0
MMSAD1m,0.0
GTHOm,0.0
ACACT10m,0.0
3AIBTm,0.0
SALMCOM,0.0
FALDH,0.0
HKYNH,0.0
MELATN23DOX,0.0
MELATNOX,0.0
TYMSULT,0.0
SACCD3m,0.0
MCPST,0.0
GCC2bim,0.0
OIVD1m,0.0
ACSRTNMT,0.0
IDHPOXOX4,0.0
TRPHYDRO2,0.0
41R1H2MAE12BOOX,0.0
TYRTA,0.0
NOS2,0.0
AGTim,0.0
GHMT3,0.0
TYRTAim,0.0
IMACTD,0.0
CYANSTm,0.0
IDHPOXOXb,0.0
HIBDm,0.0
PSERT,0.0
OCOAT1m,0.0
BHMT,0.0
KYNAKGAT,0.0
MACOXO,0.0
FUMAC,0.0
34DHXMANDACOX_NADP,0.0
HISDC,0.0
5HOXINDACTO2OX,0.0
4HGLSDm,0.0
3MOXTYROX,0.0
ACOAD9m,0.0
LEUTAm,0.0
TYRDOPO,0.0
ALDD19xr,0.0
5HXKYNOXDA,0.0
R01465m,0.0
3HKYNAKGATm,0.0
ASPO1,0.0
THRA,0.0
FKYNH,0.0
3HBCOAHLm,0.0
SERR,0.0
GLYCLm,0.0
KYNAKGATm,0.0
ACACT1r,0.0
AASAD3,0.0
TRPOX,0.0
AASAD3m,0.0
PHACCOAGLYACm,0.0
METOX,0.0
PHEOX,0.0
HOLYSK,0.0
ASNN,0.0
GLUt2m,-0.060278508669812936
FTHFDH,0.0016038374533264561
FTHFLi,0.0
2AMACHYD,0.0
HMGLm,0.0
DHPR,0.0
IZPN,0.0016038374533264561
FTCD,0.0016038374533264561
MTHFC,0.0016038374533264561
CHOLK,0.011058722320518384
PSSA1,0.0037323187648851024
PSFLIPm,0.0028061507948812605
PSDm,0.0028061507948812605
PE_CHOtm,-0.0028061507948812605
GPDDA1,0.0
MI3PS,0.0010229318138038036
MI3PP,0.0010229318138038036
PC_syn,0.011058722320518384
PAIL_syn,0.0010229318138038036
PG_syn,8.294042950332882e-05
SM_syn,0.0012026360308306247
Cholesterol_syn,0.0
ACOAH,0.0
G3PD1ir,0.012247534993328845
BETALDHxm,0.0
SARDHm,0.0
MAN6PI,0.0
PMANM,0.0
MAN1PT2,0.0
MAN1PT,0.0
GF6PTA,0.0
ACGAM6PS,0.0
ACGAMPM,0.0
UAGDP,0.0
UAG2EMA,0.0
AMANK,0.0
ACNAM9PL,0.0
ACNAMPH,0.0
ACNMCT,0.0
GMAND,0.0
UAG4Ei,0.0
CACNAO2,0.0
CACNAO,0.0
r1437,0.0
r1078,0.0
LEUt5m,0.0
r1435,0.0
thr_mt,0.0
PHEt2m,0.0
VALt5m,0.0
CHOLtu,0.008529039586463907
CHLtm,0.0
HCO3Em,0.0
HCO3_NAt,0.003127123357001224
H2Otm,-8.004351766378552
CO2tm,-1.378300828742742
CO2t,-1.5101522538356782
NAt,-1.0028940813567206
ACt2m,0.0
ACt2r,0.0
HYXNt,0.00320176295098294
SO4t4_2,0.0
ASNtm,0.0
ASNt4,0.01104095083050756
CYStec,0.004382337255155712
GLNtm,0.0
GLNt4,0.015971598394081066
LYStm,0.0
LYSt4,0.023045798445390477
PROtm,0.16099488699774625
PROt2r,0.1748027295390063
TYRt,0.008646891292619325
METt4,0.007643692316339584
LEUt4,0.025376987712457326
SERt4,0.023943196027088505
HISt4,0.007557298875223805
THRt4,0.014997991667666974
PHEt4,0.011154922274094469
ARGt4,0.015707706773540865
ARGtm,0.0
ILEtmi,0.0
ILEt4,0.014651031926314265
VALt4,0.01983764789001778
TRPt,0.002939746968894422
ASPt6,0.0
ALAtmi,0.0
ALAt2r,0.0
GLUt6,0.0
GLYtm,0.0
GLYt4,0.021375173653863107
FUMtm,0.0
SUCCtm,0.0
MALtm,-0.10071637832793334
UREAt,0.0
COAtim,0.23820487864214923
PIt9,0.3937314806065668
PPItm,0.0
ACCOAt2m,0.2382048786421493
EX_glc__D_e,-0.5442300618678189
EX_h_e,0.5890297044343714
EX_lac__L_e,0.5933670251472323
EX_pi_e,-0.3937314806065668
EX_o2_e,-1.3870534409139061
EX_nh4_e,0.1024133989221381
EX_h2o_e,1.769522686145005
EX_pyr_e,0.0
EX_chol_e,-0.008529039586463907
EX_hco3_e,-0.003127123357001224
EX_na1_e,0.0
EX_co2_e,1.5101522538356782
EX_ac_e,0.0
EX_hxan_e,-0.00320176295098294
EX_so4_e,0.0
EX_asn__L_e,-0.01104095083050756
EX_cys__L_e,-0.004382337255155712
EX_gln__L_e,-0.015971598394081066
EX_lys__L_e,-0.023045798445390477
EX_pro__L_e,-0.1748027295390063
EX_tyr__L_e,-0.008646891292619325
EX_met__L_e,-0.007643692316339584
EX_leu__L_e,-0.025376987712457326
EX_ser__L_e,-0.023943196027088505
EX_his__L_e,-0.007557298875223805
EX_thr__L_e,-0.014997991667666974
EX_phe__L_e,-0.011154922274094469
EX_arg__L_e,-0.015707706773540865
EX_ile__L_e,-0.014651031926314265
EX_val__L_e,-0.01983764789001778
EX_trp__L_e,-0.002939746968894422
EX_asp__L_e,0.0
EX_k_e,-0.0
EX_ala__L_e,0.0
EX_glu__L_e,-0.0
EX_gly_e,-0.021375173653863107
EX_urea_e,-0.0
BIOMASS,0.05627646944898933
TKT1_rev,0.0021096287693280545
TKT2_rev,0.0021096287693280545
TALA_rev,0.0021096287693280545
RPI_rev,0.00421925753865611
RPE_rev,0.004219257538656109
